,Product_ID,Cluster
230,OFF-BI-10001679,3
231,FUR-TA-10001705,2
232,FUR-TA-10003473,2
234,FUR-FU-10004017,2
235,TEC-AC-10003832,1
236,OFF-PA-10002479,0
237,OFF-PA-10003349,0
238,FUR-FU-10000576,2
239,FUR-FU-10004351,2
240,TEC-PH-10000011,1
241,FUR-TA-10002607,2
242,FUR-FU-10002505,2
245,OFF-ST-10002276,0
246,OFF-PA-10004082,0
247,OFF-AP-10002945,0
249,FUR-CH-10002965,2
250,OFF-PA-10004569,0
252,OFF-ST-10001228,0
253,OFF-EN-10003296,0
255,OFF-ST-10004804,0
257,TEC-PH-10001580,1
258,TEC-AC-10000290,1
259,OFF-ST-10002790,0
260,OFF-BI-10003460,3
261,OFF-AP-10002203,0
263,TEC-MA-10003353,1
264,TEC-PH-10001433,1
265,TEC-AC-10004469,1
266,OFF-AR-10003602,0
267,OFF-FA-10003472,0
268,OFF-ST-10004180,0
269,OFF-EN-10004386,0
270,OFF-ST-10003208,0
271,TEC-AC-10003628,1
272,FUR-FU-10003274,2
273,OFF-BI-10002557,3
274,OFF-PA-10002615,0
275,OFF-AR-10001427,0
276,OFF-PA-10000673,0
277,OFF-PA-10004470,0
278,OFF-ST-10000876,0
279,OFF-LA-10002043,0
280,OFF-BI-10004967,3
281,TEC-PH-10001760,1
282,FUR-TA-10002903,2
283,OFF-PA-10000474,0
284,TEC-AC-10001956,1
285,OFF-PA-10004100,0
286,OFF-BI-10000778,3
288,OFF-SU-10000646,0
289,OFF-FA-10002983,0
290,OFF-LA-10004689,0
291,TEC-AC-10002001,1
292,FUR-BO-10004709,2
293,FUR-FU-10004091,2
294,FUR-CH-10001891,2
295,FUR-FU-10002918,2
296,OFF-BI-10004593,3
297,OFF-FA-10004854,0
298,OFF-PA-10002105,0
299,OFF-ST-10002756,0
300,OFF-PA-10004243,0
301,FUR-FU-10001861,2
302,OFF-BI-10002706,3
303,FUR-TA-10002533,2
304,FUR-FU-10002671,2
305,OFF-AR-10003651,0
306,OFF-BI-10001072,3
307,OFF-AR-10002135,0
308,OFF-AR-10002804,0
309,FUR-FU-10001918,2
310,FUR-CH-10004086,2
311,FUR-FU-10001756,2
312,OFF-LA-10000634,0
313,FUR-FU-10001588,2
314,TEC-PH-10002398,1
315,OFF-PA-10001937,0
316,OFF-AR-10003373,0
317,FUR-CH-10002602,2
318,TEC-MA-10002927,1
320,TEC-AC-10000892,1
322,OFF-FA-10000624,0
324,TEC-AC-10001908,1
325,FUR-FU-10001967,2
326,TEC-PH-10003645,1
327,OFF-ST-10000675,0
328,FUR-CH-10003312,2
329,OFF-LA-10001074,0
330,OFF-BI-10001524,3
331,TEC-PH-10004614,1
332,OFF-BI-10001153,3
333,OFF-BI-10001982,3
334,OFF-BI-10001922,3
335,TEC-CO-10001449,1
336,OFF-BI-10004140,3
337,OFF-BI-10003314,3
338,FUR-TA-10004575,2
339,OFF-FA-10000490,0
340,OFF-AR-10000122,0
343,TEC-PH-10000702,1
348,OFF-AR-10001374,0
350,OFF-PA-10001970,3
351,OFF-BI-10002160,3
353,OFF-BI-10004995,3
354,FUR-BO-10002268,2
355,OFF-EN-10001137,0
356,OFF-AR-10002399,0
357,OFF-PA-10002713,0
359,OFF-AP-10001124,0
360,OFF-LA-10001158,0
362,FUR-CH-10000785,2
363,OFF-AR-10003732,0
364,FUR-FU-10000023,2
366,OFF-BI-10002412,3
367,OFF-SU-10001225,0
368,OFF-ST-10002406,0
370,OFF-PA-10002036,0
371,OFF-ST-10002205,0
373,TEC-AC-10003911,1
374,OFF-AR-10000658,0
375,TEC-AC-10002076,1
376,OFF-PA-10003039,0
377,FUR-TA-10004915,2
378,OFF-AP-10000696,0
379,OFF-ST-10003327,0
380,OFF-BI-10000309,3
381,OFF-PA-10004734,0
382,OFF-BI-10002225,3
383,TEC-AC-10004708,1
384,FUR-TA-10000617,2
385,TEC-AC-10002335,1
386,TEC-MA-10001681,1
387,FUR-FU-10001935,2
388,OFF-AR-10004757,0
389,OFF-BI-10000050,3
391,TEC-PH-10003012,1
392,TEC-CO-10002313,1
393,OFF-BI-10003982,3
394,OFF-BI-10004492,3
395,OFF-ST-10000798,0
396,OFF-PA-10002552,0
397,OFF-SU-10002573,0
398,OFF-ST-10001580,0
400,OFF-ST-10000934,0
401,TEC-AC-10000158,1
402,OFF-PA-10001947,0
403,OFF-AR-10003478,0
404,OFF-AP-10004249,0
406,TEC-CO-10004115,1
407,OFF-PA-10003724,0
408,FUR-TA-10002041,2
409,OFF-PA-10002893,0
410,OFF-LA-10003766,0
412,FUR-BO-10001972,2
413,FUR-CH-10003956,2
414,OFF-PA-10000157,0
416,OFF-AR-10004344,0
417,FUR-CH-10004886,2
418,OFF-PA-10003845,0
419,OFF-AR-10001573,0
420,OFF-EN-10000483,0
421,TEC-AC-10004114,1
422,FUR-FU-10004712,2
423,OFF-ST-10000918,0
424,FUR-CH-10000015,2
425,FUR-FU-10003347,2
426,OFF-BI-10001543,3
427,TEC-MA-10000029,1
428,OFF-AR-10000369,0
429,OFF-BI-10004584,3
432,OFF-ST-10000617,0
433,OFF-ST-10003306,0
434,OFF-BI-10000773,3
435,TEC-AC-10002600,1
436,TEC-MA-10002937,1
438,OFF-PA-10002230,0
439,FUR-CH-10003396,2
440,FUR-FU-10000246,2
441,OFF-ST-10000060,0
442,OFF-ST-10003058,0
443,OFF-PA-10002222,0
444,FUR-CH-10002372,2
445,OFF-LA-10001317,0
446,FUR-FU-10000206,2
447,OFF-AR-10000588,0
448,OFF-ST-10001469,0
449,OFF-AR-10001953,0
450,OFF-AR-10003156,0
451,OFF-AR-10004974,0
452,TEC-PH-10002365,1
454,OFF-ST-10000142,0
455,TEC-AC-10001772,1
456,FUR-CH-10000225,2
457,FUR-CH-10002331,2
458,OFF-EN-10001415,0
459,OFF-AP-10002472,0
460,TEC-AC-10004571,1
461,OFF-BI-10001098,3
463,FUR-TA-10001889,2
464,OFF-BI-10000315,3
465,OFF-SU-10003505,0
466,OFF-AP-10002578,0
468,FUR-BO-10002824,2
469,OFF-BI-10002194,3
470,OFF-PA-10004071,0
471,OFF-ST-10002743,3
472,FUR-BO-10001601,2
473,TEC-PH-10002680,1
474,OFF-ST-10001321,0
475,OFF-PA-10001509,0
476,OFF-PA-10003465,0
477,TEC-PH-10000149,1
479,OFF-AR-10003045,0
480,OFF-ST-10000689,0
481,TEC-AC-10001445,1
483,TEC-AC-10002567,1
484,OFF-LA-10003923,0
485,FUR-BO-10001337,2
486,TEC-PH-10001924,1
487,TEC-PH-10001363,1
488,TEC-PH-10000376,1
489,TEC-AC-10000303,1
491,OFF-ST-10001809,3
492,OFF-EN-10003845,0
493,TEC-AC-10000991,1
494,FUR-TA-10001857,2
495,OFF-EN-10001434,0
496,OFF-BI-10002498,3
497,FUR-FU-10004864,2
499,FUR-FU-10000073,2
500,OFF-BI-10001670,3
501,OFF-BI-10001658,3
502,FUR-CH-10001215,2
503,OFF-BI-10000831,3
504,OFF-PA-10000357,0
506,OFF-AR-10001662,0
507,OFF-AR-10003856,0
509,OFF-BI-10003527,3
510,FUR-FU-10001290,2
511,TEC-AC-10002399,1
513,OFF-AR-10003811,0
514,OFF-AR-10001246,0
515,TEC-CO-10003236,1
516,OFF-ST-10004507,0
517,OFF-PA-10001667,0
518,OFF-ST-10004459,0
520,OFF-ST-10000736,0
521,OFF-BI-10000285,3
523,TEC-PH-10003555,1
525,OFF-FA-10002815,0
526,FUR-CH-10003379,2
528,OFF-ST-10004963,0
529,OFF-SU-10002881,0
530,OFF-EN-10001335,0
531,FUR-CH-10000595,2
532,FUR-FU-10000448,2
533,TEC-PH-10000984,1
535,OFF-ST-10001325,0
536,OFF-BI-10002429,3
537,OFF-BI-10004528,3
538,OFF-AP-10001271,0
539,FUR-CH-10002647,2
540,TEC-AC-10001432,1
541,TEC-PH-10002262,1
543,TEC-AC-10001465,1
544,TEC-PH-10002597,1
545,FUR-FU-10000723,2
546,OFF-BI-10000404,3
547,OFF-PA-10002986,0
550,OFF-SU-10001935,0
551,FUR-CH-10002024,2
552,FUR-FU-10003039,2
553,OFF-FA-10004248,0
554,OFF-ST-10001780,0
555,OFF-AR-10003560,0
556,OFF-LA-10001297,0
557,FUR-TA-10004256,2
558,OFF-PA-10003441,0
560,OFF-BI-10000069,3
561,OFF-AP-10003914,0
562,FUR-FU-10004020,2
563,OFF-FA-10003467,0
565,TEC-PH-10002496,1
566,OFF-PA-10004530,0
567,OFF-BI-10001107,3
568,OFF-PA-10004451,0
569,FUR-CH-10004997,2
573,TEC-PH-10000347,1
574,OFF-AR-10003394,0
576,OFF-PA-10001450,0
577,OFF-SU-10001574,0
579,FUR-FU-10001475,2
580,OFF-SU-10004498,0
582,TEC-PH-10000586,1
584,OFF-BI-10002764,3
587,OFF-LA-10003930,0
588,TEC-PH-10003800,1
589,OFF-PA-10002005,0
591,OFF-PA-10004101,0
592,OFF-AR-10004078,3
594,OFF-AP-10004708,0
597,FUR-FU-10001979,2
598,OFF-SU-10004115,0
599,TEC-PH-10001425,1
600,TEC-PH-10003963,1
602,OFF-ST-10001490,3
606,OFF-PA-10002120,0
607,OFF-BI-10000848,3
609,TEC-PH-10003092,1
611,OFF-LA-10004345,0
612,OFF-PA-10001204,0
613,TEC-PH-10004667,1
615,OFF-BI-10002949,3
616,FUR-FU-10003849,2
617,FUR-FU-10000010,2
618,OFF-BI-10002824,3
619,TEC-PH-10002538,1
621,OFF-BI-10002103,3
622,FUR-CH-10004853,2
623,OFF-AP-10000179,0
624,OFF-ST-10001272,0
626,FUR-FU-10000221,2
627,OFF-AP-10001563,0
628,OFF-BI-10000605,3
630,OFF-ST-10001963,0
631,TEC-AC-10001267,1
632,TEC-PH-10002103,1
633,TEC-AC-10002857,1
635,FUR-CH-10001482,2
636,OFF-BI-10001989,3
637,OFF-AP-10003287,0
639,OFF-BI-10004728,3
640,FUR-FU-10000732,2
641,OFF-ST-10000585,0
642,OFF-LA-10002787,0
644,OFF-PA-10001934,0
645,OFF-AP-10002457,0
646,OFF-FA-10003112,0
647,OFF-AP-10002350,0
650,TEC-AC-10001142,1
653,TEC-AC-10001101,1
654,OFF-AP-10002439,0
655,OFF-BI-10002827,3
656,OFF-EN-10002230,0
660,OFF-ST-10001511,0
665,OFF-SU-10004231,0
667,TEC-PH-10004042,1
668,FUR-FU-10003096,2
669,FUR-FU-10002759,2
670,FUR-TA-10000688,2
672,OFF-AR-10001954,0
673,OFF-AP-10004532,0
674,OFF-PA-10002137,0
676,OFF-AP-10000804,0
677,TEC-AC-10003614,1
678,FUR-FU-10003553,2
679,OFF-BI-10004632,3
680,OFF-BI-10003305,3
681,OFF-ST-10002583,0
683,TEC-MA-10004125,1
686,OFF-LA-10001934,0
688,FUR-BO-10004015,2
689,FUR-FU-10004071,2
691,OFF-ST-10002444,0
692,TEC-AC-10002253,1
693,OFF-PA-10000743,0
695,OFF-LA-10002312,0
697,OFF-LA-10003510,0
698,OFF-AR-10001118,0
699,OFF-BI-10001575,3
702,FUR-FU-10003394,2
703,FUR-TA-10002774,2
704,OFF-PA-10001800,0
705,OFF-AP-10001469,0
708,FUR-BO-10003272,2
711,OFF-EN-10001219,0
712,OFF-AP-10001154,0
714,TEC-AC-10001606,1
715,OFF-BI-10003355,3
717,FUR-FU-10002253,2
720,OFF-PA-10004092,0
721,FUR-TA-10000198,2
722,OFF-ST-10000036,0
723,FUR-FU-10000222,2
724,OFF-SU-10004664,0
725,OFF-EN-10001141,0
726,TEC-PH-10002170,1
727,OFF-PA-10001954,0
728,FUR-TA-10002228,2
729,OFF-ST-10004634,0
733,TEC-AC-10003610,1
736,FUR-BO-10001619,2
737,OFF-BI-10000138,3
738,TEC-AC-10001383,1
739,OFF-LA-10003223,0
741,OFF-BI-10004094,3
744,OFF-PA-10004971,0
745,OFF-SU-10004261,0
748,TEC-PH-10000004,1
749,OFF-BI-10003638,3
750,FUR-FU-10003577,2
752,OFF-BI-10000546,3
753,TEC-CO-10002095,1
755,FUR-TA-10001095,2
761,OFF-LA-10004484,0
764,OFF-EN-10001532,0
765,TEC-AC-10003174,1
766,OFF-BI-10004187,3
767,OFF-ST-10000025,0
768,FUR-FU-10004306,2
769,FUR-CH-10003746,2
770,OFF-BI-10001036,3
772,OFF-BI-10000301,3
774,OFF-AR-10004648,0
775,FUR-FU-10002597,2
776,OFF-AR-10003405,0
777,FUR-CH-10002335,2
780,OFF-PA-10003657,0
783,FUR-BO-10004409,2
784,TEC-AC-10000057,1
785,OFF-EN-10000056,0
786,OFF-BI-10000014,3
787,FUR-CH-10004675,2
790,OFF-BI-10001132,3
791,FUR-CH-10003199,2
792,TEC-PH-10001530,1
793,OFF-LA-10001569,0
796,OFF-PA-10000176,0
798,OFF-LA-10002271,0
800,FUR-FU-10004090,2
802,OFF-AP-10000576,0
803,OFF-PA-10003953,0
804,FUR-FU-10000794,2
805,OFF-AR-10001897,0
806,TEC-PH-10001795,1
808,TEC-AC-10004901,1
809,OFF-AR-10003190,0
811,OFF-AP-10000240,0
814,TEC-AC-10001838,1
816,OFF-PA-10003651,0
818,OFF-BI-10003094,3
819,FUR-CH-10001394,2
820,OFF-BI-10004230,3
821,OFF-PA-10003395,0
822,TEC-AC-10002402,1
824,TEC-AC-10003441,1
826,OFF-FA-10002280,3
827,OFF-SU-10000381,0
828,OFF-EN-10004459,0
829,FUR-CH-10000665,2
830,OFF-AP-10003884,0
831,TEC-PH-10001557,1
832,TEC-PH-10002085,1
833,OFF-AR-10002956,0
834,OFF-AP-10003266,0
835,TEC-MA-10004002,1
836,OFF-BI-10001071,3
837,OFF-PA-10001560,0
840,OFF-AR-10002578,0
841,FUR-BO-10001519,2
842,OFF-BI-10001294,3
843,OFF-BI-10001636,3
844,OFF-SU-10002503,0
845,OFF-LA-10004093,0
848,FUR-FU-10003878,2
849,TEC-AC-10000710,1
850,OFF-AR-10002335,0
851,OFF-PA-10001870,0
855,OFF-PA-10001019,0
856,OFF-SU-10002537,0
857,OFF-ST-10003221,0
861,OFF-AR-10003752,0
862,TEC-AC-10001714,1
863,OFF-AR-10003958,0
864,TEC-PH-10002923,1
865,OFF-LA-10004272,0
866,FUR-FU-10000965,2
867,OFF-LA-10004853,0
868,OFF-BI-10003719,3
869,OFF-BI-10000545,3
871,OFF-PA-10003591,0
874,OFF-PA-10001790,0
877,TEC-AC-10002049,1
878,OFF-BI-10003712,3
879,OFF-BI-10003984,3
884,FUR-FU-10001424,2
885,OFF-BI-10002071,3
886,OFF-ST-10002486,0
889,TEC-AC-10000927,1
891,OFF-PA-10001622,0
892,OFF-AR-10003158,0
893,TEC-PH-10002660,1
895,OFF-BI-10003364,3
896,OFF-EN-10001099,0
898,OFF-PA-10002250,0
899,OFF-BI-10004716,3
900,OFF-LA-10001045,0
901,OFF-BI-10001510,3
903,OFF-PA-10002947,0
905,OFF-PA-10000019,0
906,FUR-BO-10003441,2
907,TEC-PH-10004774,1
908,OFF-BI-10003684,3
909,TEC-PH-10001494,1
910,TEC-AC-10004666,1
911,OFF-ST-10003816,0
915,FUR-TA-10001520,2
919,OFF-ST-10001558,0
921,TEC-AC-10002473,1
922,TEC-PH-10004531,1
923,OFF-AP-10004487,0
925,OFF-PA-10003543,0
926,TEC-AC-10004353,1
930,OFF-AR-10001468,0
932,OFF-PA-10002195,0
933,OFF-PA-10001745,0
934,OFF-BI-10004826,3
938,OFF-PA-10000289,0
939,OFF-AP-10003040,0
940,OFF-PA-10000350,0
941,OFF-BI-10001759,3
944,OFF-ST-10001496,0
945,OFF-BI-10002931,3
946,FUR-TA-10002356,2
947,FUR-FU-10003601,2
949,FUR-TA-10004154,2
950,OFF-PA-10000788,0
952,FUR-FU-10001940,2
957,OFF-BI-10004465,3
958,OFF-PA-10002333,0
959,FUR-FU-10004188,2
961,OFF-BI-10000145,3
963,OFF-LA-10001613,3
964,OFF-LA-10004055,0
966,OFF-PA-10004621,0
967,OFF-PA-10001281,0
969,OFF-ST-10001097,0
970,FUR-FU-10001095,2
976,OFF-BI-10002012,3
979,OFF-PA-10004156,0
981,OFF-AR-10000034,0
982,TEC-PH-10000560,1
985,OFF-EN-10000461,0
986,TEC-MA-10003066,1
987,OFF-BI-10004022,3
989,OFF-AR-10001988,0
993,OFF-PA-10003625,0
994,OFF-BI-10003925,3
996,OFF-EN-10003862,0
997,OFF-ST-10004258,0
998,FUR-FU-10002885,2
1001,TEC-AC-10003033,1
1004,OFF-ST-10000046,0
1007,OFF-BI-10002049,3
1010,FUR-FU-10001602,2
1012,OFF-ST-10003722,0
1014,TEC-AC-10003198,1
1016,FUR-FU-10002191,2
1018,TEC-PH-10004188,1
1019,OFF-ST-10001526,0
1020,OFF-AR-10001166,0
1021,FUR-CH-10000309,2
1022,TEC-MA-10004212,1
1023,OFF-EN-10003072,0
1024,OFF-BI-10000320,3
1025,OFF-PA-10001166,0
1026,OFF-PA-10003656,0
1027,TEC-PH-10000148,1
1029,TEC-PH-10003885,1
1032,OFF-LA-10001175,0
1033,OFF-PA-10000955,0
1036,FUR-FU-10003975,2
1037,OFF-BI-10003707,3
1038,OFF-AR-10000203,0
1039,OFF-AR-10004790,0
1041,TEC-AC-10004761,1
1042,FUR-BO-10001811,2
1043,OFF-AR-10001130,0
1044,OFF-AP-10000055,0
1045,FUR-CH-10002304,2
1050,FUR-FU-10000293,2
1051,OFF-PA-10001307,0
1052,FUR-FU-10004460,2
1053,OFF-AR-10000716,0
1054,FUR-FU-10004622,2
1056,OFF-BI-10003529,3
1057,OFF-BI-10001097,3
1058,OFF-BI-10001597,3
1059,OFF-FA-10001754,0
1062,OFF-FA-10004838,0
1064,TEC-PH-10002115,1
1065,OFF-FA-10003059,0
1066,OFF-BI-10004330,3
1072,OFF-BI-10003669,3
1073,OFF-BI-10003727,3
1075,TEC-AC-10003447,1
1076,OFF-AR-10000255,0
1077,OFF-AP-10002191,0
1080,OFF-PA-10000349,0
1081,FUR-CH-10002880,2
1083,OFF-PA-10003127,0
1085,TEC-MA-10003979,1
1086,OFF-PA-10000029,0
1088,OFF-LA-10000452,0
1090,TEC-PH-10001819,1
1091,OFF-AR-10002952,0
1092,TEC-PH-10000576,1
1093,OFF-PA-10000605,0
1095,OFF-ST-10004340,0
1096,OFF-BI-10004001,3
1097,FUR-TA-10004147,2
1098,OFF-AR-10001545,0
1100,TEC-AC-10001013,1
1101,OFF-AR-10002255,0
1104,OFF-PA-10001892,0
1107,OFF-BI-10003676,3
1108,OFF-FA-10003495,0
1109,OFF-EN-10003798,0
1110,TEC-PH-10003589,1
1111,OFF-PA-10004735,0
1114,FUR-BO-10002206,2
1119,OFF-PA-10000141,0
1121,TEC-PH-10001061,1
1122,OFF-AR-10002375,0
1125,OFF-EN-10001539,0
1129,FUR-TA-10004086,2
1130,OFF-PA-10000100,0
1134,OFF-LA-10000973,0
1135,OFF-ST-10001476,0
1136,OFF-EN-10002831,0
1138,OFF-PA-10001763,0
1140,OFF-BI-10002072,3
1142,OFF-FA-10001561,0
1144,TEC-MA-10004241,1
1146,OFF-AP-10003849,0
1147,OFF-FA-10000735,0
1148,OFF-BI-10003350,3
1149,TEC-PH-10000307,1
1150,TEC-CO-10004202,1
1151,FUR-FU-10001852,2
1152,OFF-AR-10003759,0
1154,OFF-ST-10004337,0
1155,FUR-TA-10001932,2
1158,FUR-CH-10002126,2
1162,TEC-PH-10004700,1
1164,OFF-BI-10003429,3
1167,FUR-FU-10004952,2
1169,OFF-PA-10003172,0
1170,OFF-ST-10002352,0
1171,OFF-PA-10002259,0
1172,OFF-BI-10002976,3
1174,OFF-BI-10003694,3
1176,OFF-LA-10004425,0
1177,FUR-CH-10001270,2
1180,TEC-PH-10004539,1
1181,OFF-AR-10001919,0
1183,TEC-PH-10003655,1
1184,OFF-BI-10004656,3
1185,OFF-ST-10002344,0
1189,TEC-PH-10004447,1
1190,FUR-CH-10003973,2
1192,OFF-PA-10000682,0
1194,FUR-FU-10002268,2
1197,TEC-AC-10001990,1
1198,FUR-CH-10004540,2
1203,OFF-ST-10002292,0
1209,OFF-AR-10004999,0
1210,OFF-BI-10001031,3
1213,OFF-BI-10002432,3
1217,FUR-FU-10001867,2
1219,TEC-PH-10002200,1
1221,TEC-PH-10000439,1
1225,OFF-PA-10001685,0
1226,OFF-ST-10001418,0
1227,OFF-ST-10000676,0
1230,OFF-AR-10001022,0
1232,OFF-EN-10003055,0
1233,TEC-CO-10001046,1
1234,FUR-FU-10000076,2
1236,FUR-FU-10003268,2
1238,FUR-FU-10003691,2
1239,OFF-AR-10003903,0
1241,TEC-PH-10003442,1
1242,OFF-BI-10004519,3
1244,OFF-EN-10004955,0
1245,FUR-TA-10004619,2
1247,FUR-BO-10004467,2
1248,OFF-AR-10002280,0
1249,FUR-CH-10001708,2
1251,OFF-AR-10000462,0
1252,TEC-PH-10004165,1
1255,FUR-FU-10003724,2
1256,FUR-FU-10003535,2
1258,OFF-ST-10003716,3
1260,TEC-PH-10004586,1
1261,OFF-BI-10004236,3
1265,OFF-AR-10000422,0
1269,OFF-PA-10002870,0
1270,OFF-ST-10000563,3
1272,OFF-BI-10002854,3
1274,FUR-CH-10001973,2
1276,TEC-AC-10000580,1
1277,OFF-AR-10004022,0
1278,TEC-AC-10004209,1
1279,TEC-AC-10000023,1
1280,TEC-PH-10003505,1
1281,OFF-LA-10000121,0
1282,OFF-BI-10002026,3
